"# Create Workstations

A Workstation stores information regarding the place where the workstation operations are performed. As an example, if you have ten sewing machines doing stitching jobs, each machine will be added as a workstation.","# Створення робочих місць

Робоче місце зберігає інформацію про місце, де виконуються операції робочого місця. Наприклад, якщо у вас є десять швейних машин, які виконують роботу зі зшивання, кожна машина буде додана як робоче місце."
"# Create a Bill of Materials

A Bill of Materials (BOM) is a list of items and sub-assemblies with quantities required to manufacture an Item.

BOM also provides cost estimation for the production of the item. It takes raw-materials cost based on valuation and operations to cost based on routing, which gives total costing for a BOM.","# Створення специфікації матеріалів

Специфікація матеріалів (BOM) — це список позицій та субскладань з кількістю, необхідною для виробництва позиції.

Специфікація також надає оцінку вартості виробництва позиції. Вона враховує вартість сировини на основі оцінки та вартість операцій на основі маршрутизації, що дає загальну вартість специфікації."
"# Create a Customer

The Customer master is at the heart of your sales transactions. Customers are linked in Quotations, Sales Orders, Invoices, and Payments. Customers can be either numbered or identified by name (you would typically do this based on the number of customers you have).

Through Customer’s master, you can effectively track essentials like:
 - Customer’s multiple address and contacts
 - Account Receivables
 - Credit Limit and Credit Period
","# Створення клієнта

Майстер клієнтів є основою ваших продажів. Клієнти пов'язані в комерційних пропозиціях, замовленнях на продаж, рахунках-фактурах та платежах. Клієнти можуть бути як фізичними, так і юридичними особами. ERPNext дозволяє відстежувати кілька контактів та адрес для кожного клієнта."
"# Create a Letter Head

A Letter Head contains your organization's name, logo, address, etc which appears at the header and footer portion in documents. You can learn more about Setting up Letter Head in ERPNext here.
","# Створення фірмового бланка

Фірмовий бланк містить назву вашої організації, логотип, адресу тощо, які з'являються у верхній та нижній частині документів. Ви можете дізнатися більше про налаштування фірмового бланка в ERPNext тут.
"
"# Create a Quotation

Let’s get started with business transactions by creating your first Quotation. You can create a Quotation for an existing customer or a prospect. It will be an approved document, with items you sell and the proposed price + taxes applied. After completing the instructions, you will get a Quotation in a ready to share print format.","# Створення комерційної пропозиції

Давайте почнемо з бізнес-транзакцій, створивши вашу першу комерційну пропозицію. Комерційна пропозиція може бути надана вашим клієнтам або лідам і є юридично необов'язковим кошторисом."
"# Create a Supplier

Also known as Vendor, is a master at the center of your purchase transactions. Suppliers are linked in Request for Quotation, Purchase Orders, Receipts, and Payments. Suppliers can be either numbered or identified by name.

Through Supplier’s master, you can effectively track essentials like:
 - Supplier’s multiple address and contacts
 - Account Receivables
 - Credit Limit and Credit Period
","# Створення постачальника

Також відомий як Постачальник — він є основою ваших закупівель. Постачальники пов'язані в замовленнях на закупівлю, рахунках-фактурах та платежах. ERPNext дозволяє відстежувати кілька контактів та адрес для кожного постачальника."
"# Create a Supplier
In this step we will create a **Supplier**. If you have already created a **Supplier** you can skip this step.","# Створення постачальника
На цьому кроці ми створимо **Постачальника**. Якщо ви вже створили **Постачальника**, ви можете пропустити цей крок."
"# Create a Work Order

A Work Order or a Job order is given to the manufacturing shop floor by the Production Manager to initiate the manufacturing of a certain quantity of an item. Work Order carriers details of production Item, its BOM, quantities to be manufactured, and operations.

Through Work Order, you can track various production status like:

- Issue of raw-material to shop material
- Progress on each Workstation via Job Card
- Manufactured Quantity against Work Order
","# Створення виробничого замовлення

Виробниче замовлення або робоче замовлення видається виробничому цеху менеджером з виробництва для ініціювання виробництва певної кількості позиції. Виробниче замовлення містить деталі виробничої позиції, її специфікацію, кількість для виробництва та операції.

Через виробниче замовлення ви можете відстежувати різні статуси виробництва, такі як:

- Видача сировини в цех
- Прогрес на кожному робочому місці через картку завдань
- Виготовлена кількість відповідно до виробничого замовлення
"
"# Create an Item

Item is a product or a service offered by your company, or something you buy as a part of your supplies or raw materials.

Items are integral to everything you do in ERPNext - from billing, purchasing to managing inventory. Everything you buy or sell, whether it is a physical product or a service is an Item. Items can be stock, non-stock, variants, serialized, batched, assets, etc.
","# Створення позиції

Позиція — це продукт або послуга, що пропонується вашою компанією, або щось, що ви купуєте як частину ваших постачань або сировини.

Позиції є невід'ємною частиною всього, що ви робите в ERPNext — від виставлення рахунків, закупівлі до управління інвентаризацією. Все, що ви купуєте або продаєте, будь то фізичний продукт або послуга, є позицією. Позиції можуть бути складськими, нескладськими, варіантами, серійними, партіями, активами тощо.
"
"# Create an Item
The Stock module deals with the movement of items.

In this step we will create an  [**Item**](https://docs.erpnext.com/docs/user/manual/en/stock/item).","# Створення позиції
Модуль запасів займається рухом позицій.

На цьому кроці ми створимо [**Позицію**](https://docs.erpnext.com/docs/user/manual/en/stock/item)."
"# Create first Purchase Order

Purchase Order is at the heart of your buying transactions. In ERPNext, Purchase Order can can be created against a Purchase Material Request (indent) and Supplier Quotation as well.  Purchase Orders is also linked to Purchase Receipt and Purchase Invoices, allowing you to keep a birds-eye view on your purchase deals.

","# Створення першого замовлення на покупку

Замовлення на покупку знаходиться в центрі ваших транзакцій закупівель. У ERPNext замовлення на покупку може бути створено на основі заявки на матеріали для закупівлі (відступ) та комерційної пропозиції постачальника. Замовлення на покупку також пов'язане з квитанцією про покупку та рахунками-фактурами покупки, що дозволяє вам тримати загальний огляд ваших угод щодо покупки.

"
"# Create your first Purchase Invoice

A Purchase Invoice is a bill received from a Supplier for a product(s) or service(s) delivery to your company. You can track payables through Purchase Invoice and process Payment Entries against it.

Purchase Invoices can also be created against a Purchase Order or Purchase Receipt.","# Створення вашого першого рахунку-фактури покупки

Рахунок-фактура покупки — це рахунок, отриманий від постачальника за доставку продукту (ів) або послуги (послуг) вашій компанії. Ви можете відстежувати кредиторську заборгованість через рахунок-фактуру покупки та обробляти записи про платежі проти нього.

Рахунки-фактури покупки також можуть бути створені на основі замовлення на покупку або квитанції про покупку."
"# Financial Statements

In ERPNext, you can get crucial financial reports like [Balance Sheet] and [Profit and Loss] statements with a click of a button. You can run in the report for a different period and plot analytics charts premised on statement data. For more reports, check sections like Financial Statements, General Ledger, and Profitability reports.

<b>[Check Accounting reports](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>","# Фінансова звітність

У ERPNext ви можете отримати важливі фінансові звіти, такі як [Баланс] та звіти про [Прибутки та збитки], натиснувши кнопку. Ви можете запустити звіт за інший період та побудувати аналітичні діаграми на основі даних звітності. Для отримання додаткових звітів перегляньте розділи, такі як фінансова звітність, головна книга та звіти про рентабельність.

<b>[Перевірте облікові звіти](https://docs.erpnext.com/docs/v13/user/manual/en/accounts/accounting-reports)</b>"
"# Fixed Asset Accounts

With the company, a host of fixed asset accounts are pre-configured. To ensure your asset transactions are leading to correct accounting entries, you can review and set up following asset accounts as per your business  requirements.
 - Fixed asset accounts (Asset account)
 - Accumulated depreciation
 - Capital Work in progress (CWIP) account
 - Asset Depreciation account (Expense account)","# Рахунки основних засобів

Для компанії попередньо налаштована безліч рахунків основних засобів. Щоб переконатися, що ваші операції з активами призводять до правильних облікових записів, ви можете переглянути та налаштувати наступні рахунки активів відповідно до ваших бізнес-вимог.
 - Рахунки основних засобів (рахунок активів)
 - Накопичена амортизація
 - Рахунок незавершеного капітального будівництва (CWIP)
 - Рахунок амортизації активів (рахунок витрат)"
"# How Production Planning Works

Production Plan helps in production and material planning for the Items planned for manufacturing. These production items can be committed via Sales Order (to Customers) or Material Requests (internally).
","# Як працює планування виробництва

План виробництва допомагає у плануванні виробництва та матеріалів для позицій, запланованих для виробництва. Ці виробничі позиції можуть бути зобов'язані через замовлення на продаж (клієнтам) або заявки на матеріали (внутрішньо).
"
"# Import Data from Spreadsheet

In ERPNext, you can easily migrate your historical data using spreadsheets. You can use it for migrating not just masters (like Customer, Supplier, Items), but also for transactions like (outstanding invoices, opening stock and accounting entries, etc).","# Імпорт даних з електронної таблиці

У ERPNext ви можете легко мігрувати свої історичні дані за допомогою електронних таблиць. Ви можете використовувати його для міграції не лише основних записів (таких як клієнти, постачальники, позиції), але й для транзакцій (наприклад, непогашені рахунки-фактури, початкові запаси та облікові записи тощо)."
# In Stock,# На складі
"# Introduction to Stock Entry
This video will give a quick introduction to [**Stock Entry**](https://docs.erpnext.com/docs/user/manual/en/stock/stock-entry).","# Вступ до запису запасів
Це відео дасть швидке введення до [**Запис запасів**](https://docs.erpnext.com/docs/user/manual/en/stock/stock-entry)."
"# Manage Stock Movements
Stock entry allows you to register the movement of stock for various purposes like transfer, received, issues, repacked, etc. To address issues related to theft and pilferages,  you can always ensure that the movement of goods happens against a document reference Stock Entry in ERPNext.

Let’s get a quick walk-through on the various scenarios covered in Stock Entry by watching [*this video*](https://www.youtube.com/watch?v=Njt107hlY3I).","# Управління рухом запасів
Запис запасів дозволяє реєструвати рух запасів для різних цілей, таких як переміщення, отримання, видача матеріалів, виробнича видача тощо."
"# Navigation in ERPNext

Ease of navigating and browsing around the ERPNext is one of our core strengths. In the following video, you will learn how to reach a specific feature in ERPNext via module page or AwesomeBar.","# Навігація в ERPNext

Легкість навігації та перегляду ERPNext є однією з наших основних переваг. У наступному відео ви дізнаєтеся, як досягти певної функції в ERPNext через сторінку модуля або AwesomeBar."
"# Purchase an Asset

Assets purchases process if done following the standard Purchase cycle. If capital work in progress is enabled in Asset Category, Asset will be created as soon as Purchase Receipt is created for it. You can quickly create a Purchase Receipt for Asset and see its impact on books of accounts.","# Покупка активу

Процес закупівлі активів здійснюється за стандартним циклом закупівлі. Якщо незавершене капітальне будівництво ввімкнено в категорії активів, актив буде створено, як тільки для нього буде створено квитанцію про покупку. Ви можете швидко створити квитанцію про покупку активу та побачити її вплив на бухгалтерські книги."
# Req'd Items,# Необхідні елементи
"# Review Manufacturing Settings

In ERPNext, the Manufacturing module’s features are configurable as per your business needs. Manufacturing Settings is the place where you can set your preferences for:

- Capacity planning for allocating jobs to workstations
- Raw-material consumption based on BOM or actual
- Default values and over-production allowance
","# Перегляд налаштувань виробництва

В ERPNext функції модуля виробництва налаштовуються відповідно до потреб вашого бізнесу. Налаштування виробництва — це місце, де ви можете задати свої вподобання для модуля виробництва."
"# Review Stock Settings

In ERPNext, the Stock module’s features are configurable as per your business needs. Stock Settings is the place where you can set your preferences for:
- Default values for Item and Pricing
- Default valuation method for inventory valuation
- Set preference for serialization and batching of item
- Set tolerance for over-receipt and delivery of items","# Перегляд налаштувань складу

В ERPNext функції модуля складу налаштовуються відповідно до потреб вашого бізнесу. Налаштування складу — це місце, де ви можете задати свої вподобання для модуля складу."
"# Sales Order

A Sales Order is a confirmation of an order from your customer. It is also referred to as Proforma Invoice.

Sales Order at the heart of your sales and purchase transactions. Sales Orders are linked in Delivery Note, Sales Invoices, Material Request, and Maintenance transactions. Through Sales Order, you can track fulfillment of the overall deal towards the customer.","# Замовлення на продаж

Замовлення на продаж — це підтвердження замовлення від вашого клієнта. Воно також називається рахунком-проформою.

Замовлення на продаж знаходиться в центрі ваших транзакцій продажу та покупки. Замовлення на продаж пов'язані в товарній накладній, рахунках-фактурах продажу, заявці на матеріали та транзакціях обслуговування. Через замовлення на продаж ви можете відстежувати виконання загальної угоди щодо клієнта."
"# Selling Settings

CRM and Selling module’s features are configurable as per your business needs. Selling Settings is the place where you can set your preferences for:
 - Customer naming and default values
 - Billing and shipping preference in sales transactions
","# Налаштування продажів

Функції CRM та модуля продажів налаштовуються відповідно до потреб вашого бізнесу. Налаштування продажів — це місце, де ви можете визначити свої вподобання для:

- Назви клієнта
- Кампанії
- Стандартних значень для комерційних пропозицій та замовлень
- Налаштувань повернення продажів"
"# Set Up a Company

A company is a legal entity for which you will set up your books of account and create accounting transactions. In ERPNext, you can create multiple companies, and establish relationships (group/subsidiary) among them.

Within the company master, you can capture various default accounts for that Company and set crucial settings related to the accounting methodology followed for a company.
","# Налаштування компанії

Компанія - це юридична особа, для якої ви налаштовуватимете облікові книги та створюватимете облікові транзакції. В ERPNext ви можете створювати декілька компаній та встановлювати зв'язки (група/дочірня компанія) між ними.

В картці компанії ви можете вказати різні типові рахунки для цієї компанії та встановити важливі налаштування, пов'язані з обліковою методологією, що використовується для компанії.
"
"# Setting up Taxes

ERPNext lets you configure your taxes so that they are automatically applied in your buying and selling transactions. You can configure them globally or even on Items. ERPNext taxes are pre-configured for most regions.","# Налаштування податків

ERPNext дозволяє налаштувати податки так, щоб вони автоматично застосовувалися у ваших операціях купівлі та продажу. Ви можете налаштувати їх глобально або навіть для окремих товарів. Податки ERPNext попередньо налаштовані для більшості регіонів."
"# Setup Routing

A Routing stores all Operations along with the description, hourly rate, operation time, batch size, etc. Click below to learn how the Routing template can be created, for quick selection in the BOM.","# Налаштування маршрутизації

Маршрутизація зберігає всі операції разом з описом, погодинною ставкою, часом операції, розміром партії тощо. Натисніть нижче, щоб дізнатися, як можна створити шаблон маршрутизації для швидкого вибору в специфікації матеріалів."
"# Setup a Warehouse
The warehouse can be your location/godown/store where you maintain the item's inventory, and receive/deliver them to various parties.

In ERPNext, you can maintain a Warehouse in the tree structure, so that location and sub-location of an item can be tracked. Also, you can link a Warehouse to a specific Accounting ledger, where the real-time stock value of that warehouse’s item will be reflected.","# Налаштування складу
Склад може бути вашим місцем зберігання, де ви підтримуєте інвентар товарів та отримуєте поставки. ERPNext дозволяє налаштувати деревоподібну структуру для ваших складів."
"# Track Material Request


Also known as Purchase Request or an Indent, is a document identifying a requirement of a set of items (products or services) for various purposes like procurement, transfer, issue, or manufacturing. Once the Material Request is validated, a purchase manager can take the next actions for purchasing items like requesting RFQ from a supplier or directly placing an order with an identified Supplier.

","# Відстеження запиту матеріалів


Також відомий як запит на закупівлю або заявка, це документ, що визначає потребу в наборі товарів (продуктів або послуг) для різних цілей, таких як закупівля, переміщення, видача або виробництво. Після затвердження запиту матеріалів менеджер з закупівель може виконати наступні дії для придбання товарів, такі як запит пропозицій від постачальника або безпосереднє розміщення замовлення у визначеного постачальника.

"
"# Update Stock Opening Balance
It’s an entry to update the stock balance of an item, in a warehouse, on a date and time you are going live on ERPNext.

Once opening stocks are updated, you can create transactions like manufacturing and stock deliveries, where this opening stock will be consumed.","# Оновлення початкового залишку запасів
Це запис для оновлення залишку запасів товару на складі на певну дату та час."
"# Updating Opening Balances

Once you close the financial statement in previous accounting software, you can update the same as opening in your ERPNext's Balance Sheet accounts. This will allow you to get complete financial statements from ERPNext in the coming years, and discontinue the parallel accounting system right away.","# Оновлення початкових залишків

Після закриття фінансової звітності в попередній обліковій програмі ви можете оновити ті ж дані як початкові в рахунках балансу вашого ERPNext. Це дозволить вам отримувати повну фінансову звітність з ERPNext у наступні роки та відразу припинити паралельну облікову систему."
"# View Warehouse
In ERPNext the term 'warehouse' can be thought of as a storage location.

Warehouses are arranged in ERPNext in a tree like structure, where multiple sub-warehouses can be grouped under a single warehouse.

In this step we will view the [**Warehouse Tree**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse#21-tree-view) to view the [**Warehouses**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse) that are set by default.","# Перегляд складу
В ERPNext термін 'склад' можна розглядати як місце зберігання.

Склади в ERPNext організовані в деревоподібну структуру, де декілька підскладів можуть бути згруповані під одним складом.

На цьому кроці ми переглянемо [**Дерево складів**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse#21-tree-view), щоб побачити [**Склади**](https://docs.erpnext.com/docs/user/manual/en/stock/warehouse), які встановлені за замовчуванням."
"## Products and Services

Depending on the nature of your business, you might be selling products or services to your clients or even both. 
ERPNext is optimized for itemized management of your sales and purchase.

The **Item Master**  is where you can add all your sales items. If you are in services, you can create an Item for each service that you offer. If you run a manufacturing business, the same master is used for keeping a record of raw materials, sub-assemblies etc.

Completing the Item Master is very essential for the successful implementation of ERPNext. We have a brief video introducing the item master for you, you can watch it in the next step.","## Товари та послуги

Залежно від характеру вашого бізнесу, ви можете продавати клієнтам товари або послуги, або навіть обидва варіанти.
ERPNext оптимізований для деталізованого управління вашими продажами та закупівлями.

**Довідник товарів** - це місце, де ви можете додати всі ваші товари для продажу. Якщо ви надаєте послуги, ви можете створити товар для кожної послуги, яку ви пропонуєте. Якщо ви ведете виробничий бізнес, той самий довідник використовується для ведення обліку сировини, напівфабрикатів тощо.

Заповнення довідника товарів є дуже важливим для успішного впровадження ERPNext. У нас є коротке відео з презентацією довідника товарів, ви можете переглянути його на наступному кроці."
"## Who is a Customer?

A customer, who is sometimes known as a client, buyer, or purchaser is the one who receives goods, services, products, or ideas, from a seller for a monetary consideration.

Every customer needs to be assigned a unique id. Customer name itself can be the id or you can set a naming series for ids to be generated in Selling Settings.

Just like the supplier, let's quickly create a customer.","## Хто такий клієнт?

Клієнт, який іноді відомий як замовник, покупець або придбавач, - це той, хто отримує товари, послуги, продукти або ідеї від продавця за грошову винагороду.

Кожному клієнту потрібно призначити унікальний ідентифікатор. Сама назва клієнта може бути ідентифікатором, або ви можете встановити серію нумерації для генерації ідентифікаторів у налаштуваннях продажу.

Так само, як і постачальника, давайте швидко створимо клієнта."
